record_type,student_id,program,cohort_year,course_id,term,section,session_date,attendance_status,assignment_id,due_date,submitted_at,score,max_score,assessment_date,assessment_type,action_date,action_type,outcome_note,staff_user
attendance,STU-1029,,,STAT-301,,,2026-09-17,Excused,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-09-24,Present,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-10-01,Present,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-10-08,Absent,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-10-15,Absent,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-10-22,Present,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-10-29,Present,,,,,,,,,,,
attendance,STU-1029,,,STAT-301,,,2026-11-05,Present,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-09-03,Present,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-09-10,Absent,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-09-17,Excused,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-09-24,Present,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-10-01,Absent,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-10-08,Late,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-10-15,Present,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-10-22,Present,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-10-29,Present,,,,,,,,,,,
attendance,STU-1030,,,STAT-301,,,2026-11-05,Absent,,,,,,,,,,,
assignment,STU-1001,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-10 15:59:59,82.6,100.0,,,,,,
assignment,STU-1001,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-23 15:59:59,84.4,100.0,,,,,,
assignment,STU-1001,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-15 23:59:59,86.9,100.0,,,,,,
assignment,STU-1001,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-30 18:59:59,85.4,100.0,,,,,,
assignment,STU-1002,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-10 22:59:59,87.7,100.0,,,,,,
assignment,STU-1002,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-21 17:59:59,97.6,100.0,,,,,,
assignment,STU-1002,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-15 20:59:59,95.8,100.0,,,,,,
assignment,STU-1002,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-29 17:59:59,82.4,100.0,,,,,,
assignment,STU-1003,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-09 17:59:59,94.8,100.0,,,,,,
assignment,STU-1003,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-24 19:59:59,84.5,100.0,,,,,,
assignment,STU-1003,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-16 17:59:59,96.0,100.0,,,,,,
assignment,STU-1003,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-27 20:59:59,85.2,100.0,,,,,,
assignment,STU-1004,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-08 18:59:59,86.9,100.0,,,,,,
assignment,STU-1004,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-24 20:59:59,82.4,100.0,,,,,,
assignment,STU-1004,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-15 17:59:59,87.3,100.0,,,,,,
assignment,STU-1004,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-30 19:59:59,87.6,100.0,,,,,,
assignment,STU-1005,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-07 17:59:59,92.9,100.0,,,,,,
assignment,STU-1005,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-21 18:59:59,97.0,100.0,,,,,,
assignment,STU-1005,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-16 19:59:59,84.9,100.0,,,,,,
assignment,STU-1005,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-28 23:59:59,83.7,100.0,,,,,,
assignment,STU-1006,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-08 18:59:59,93.7,100.0,,,,,,
assignment,STU-1006,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-23 17:59:59,91.7,100.0,,,,,,
assignment,STU-1006,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-12 22:59:59,88.2,100.0,,,,,,
assignment,STU-1006,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-26 20:59:59,86.1,100.0,,,,,,
assignment,STU-1007,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-08 23:59:59,90.3,100.0,,,,,,
assignment,STU-1007,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-21 20:59:59,87.8,100.0,,,,,,
assignment,STU-1007,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-16 18:59:59,92.0,100.0,,,,,,
assignment,STU-1007,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-30 19:59:59,90.1,100.0,,,,,,
assignment,STU-1008,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-08 18:59:59,88.4,100.0,,,,,,
assignment,STU-1008,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-23 15:59:59,84.0,100.0,,,,,,
assignment,STU-1008,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-13 17:59:59,92.8,100.0,,,,,,
assignment,STU-1008,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-29 19:59:59,88.5,100.0,,,,,,
assignment,STU-1009,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-11 19:59:59,86.6,100.0,,,,,,
assignment,STU-1009,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-22 18:59:59,89.4,100.0,,,,,,
assignment,STU-1009,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-13 20:59:59,90.2,100.0,,,,,,
assignment,STU-1009,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-29 22:59:59,86.5,100.0,,,,,,
assignment,STU-1010,,,DATA-101,,,,,DATA-101-A01,2026-09-12 23:59:59,2026-09-07 18:59:59,83.5,100.0,,,,,,
assignment,STU-1010,,,DATA-101,,,,,DATA-101-A02,2026-09-26 23:59:59,2026-09-24 19:59:59,85.6,100.0,,,,,,
assignment,STU-1010,,,DATA-101,,,,,DATA-101-A03,2026-10-17 23:59:59,2026-10-15 21:59:59,82.4,100.0,,,,,,
assignment,STU-1010,,,DATA-101,,,,,DATA-101-A04,2026-10-31 23:59:59,2026-10-29 16:59:59,91.8,100.0,,,,,,
assignment,STU-1011,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-11 16:59:59,88.6,100.0,,,,,,
assignment,STU-1011,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-21 20:59:59,93.5,100.0,,,,,,
assignment,STU-1011,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-13 16:59:59,88.4,100.0,,,,,,
assignment,STU-1011,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-29 23:59:59,96.3,100.0,,,,,,
assignment,STU-1012,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-11 17:59:59,85.5,100.0,,,,,,
assignment,STU-1012,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-21 16:59:59,82.8,100.0,,,,,,
assignment,STU-1012,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-15 22:59:59,89.3,100.0,,,,,,
assignment,STU-1012,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-27 15:59:59,97.8,100.0,,,,,,
assignment,STU-1013,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-07 18:59:59,97.2,100.0,,,,,,
assignment,STU-1013,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-22 15:59:59,88.8,100.0,,,,,,
assignment,STU-1013,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-12 16:59:59,96.4,100.0,,,,,,
assignment,STU-1013,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-27 16:59:59,86.1,100.0,,,,,,
assignment,STU-1014,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-10 19:59:59,94.3,100.0,,,,,,
assignment,STU-1014,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-21 16:59:59,92.0,100.0,,,,,,
assignment,STU-1014,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-14 16:59:59,83.2,100.0,,,,,,
assignment,STU-1014,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-28 20:59:59,86.3,100.0,,,,,,
assignment,STU-1015,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-09 15:59:59,83.3,100.0,,,,,,
assignment,STU-1015,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-24 20:59:59,88.1,100.0,,,,,,
assignment,STU-1015,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-15 20:59:59,83.0,100.0,,,,,,
assignment,STU-1015,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-27 18:59:59,90.7,100.0,,,,,,
assignment,STU-1016,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-08 23:59:59,85.3,100.0,,,,,,
assignment,STU-1016,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-22 17:59:59,96.5,100.0,,,,,,
assignment,STU-1016,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-12 23:59:59,95.7,100.0,,,,,,
assignment,STU-1016,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-26 17:59:59,89.6,100.0,,,,,,
assignment,STU-1017,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-09 19:59:59,94.1,100.0,,,,,,
assignment,STU-1017,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-22 15:59:59,94.0,100.0,,,,,,
assignment,STU-1017,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-12 20:59:59,89.8,100.0,,,,,,
assignment,STU-1017,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-28 17:59:59,89.8,100.0,,,,,,
assignment,STU-1018,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-08 18:59:59,92.7,100.0,,,,,,
assignment,STU-1018,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-22 21:59:59,95.4,100.0,,,,,,
assignment,STU-1018,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-15 15:59:59,82.4,100.0,,,,,,
assignment,STU-1018,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-27 23:59:59,83.3,100.0,,,,,,
assignment,STU-1019,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-11 20:59:59,79.6,100.0,,,,,,
assignment,STU-1019,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-28 00:59:59,65.6,100.0,,,,,,
assignment,STU-1019,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-16 19:59:59,72.2,100.0,,,,,,
assignment,STU-1019,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-30 16:59:59,69.0,100.0,,,,,,
assignment,STU-1020,,,CS-204,,,,,CS-204-A01,2026-09-12 23:59:59,2026-09-11 18:59:59,79.0,100.0,,,,,,
assignment,STU-1020,,,CS-204,,,,,CS-204-A02,2026-09-26 23:59:59,2026-09-29 00:59:59,72.5,100.0,,,,,,
assignment,STU-1020,,,CS-204,,,,,CS-204-A03,2026-10-17 23:59:59,2026-10-17 17:59:59,68.0,100.0,,,,,,
assignment,STU-1020,,,CS-204,,,,,CS-204-A04,2026-10-31 23:59:59,2026-10-31 22:59:59,77.6,100.0,,,,,,
assignment,STU-1021,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-12 19:59:59,79.1,100.0,,,,,,
assignment,STU-1021,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,2026-09-30 01:59:59,65.3,100.0,,,,,,
assignment,STU-1021,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-16 21:59:59,74.2,100.0,,,,,,
assignment,STU-1021,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,2026-10-31 15:59:59,76.6,100.0,,,,,,
assignment,STU-1022,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-11 20:59:59,74.9,100.0,,,,,,
assignment,STU-1022,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,2026-09-30 05:59:59,63.6,100.0,,,,,,
assignment,STU-1022,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-17 18:59:59,65.9,100.0,,,,,,
assignment,STU-1022,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,2026-10-31 18:59:59,74.4,100.0,,,,,,
assignment,STU-1023,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-11 16:59:59,80.9,100.0,,,,,,
assignment,STU-1023,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,2026-09-28 00:59:59,70.3,100.0,,,,,,
assignment,STU-1023,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-15 19:59:59,65.8,100.0,,,,,,
assignment,STU-1023,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,2026-10-30 21:59:59,78.3,100.0,,,,,,
assignment,STU-1024,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-10 22:59:59,70.2,100.0,,,,,,
assignment,STU-1024,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,2026-09-29 05:59:59,67.2,100.0,,,,,,
assignment,STU-1024,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-15 17:59:59,64.2,100.0,,,,,,
assignment,STU-1024,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,2026-10-30 15:59:59,65.9,100.0,,,,,,
assignment,STU-1025,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-15 23:59:59,49.6,100.0,,,,,,
assignment,STU-1025,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,,,100.0,,,,,,
assignment,STU-1025,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-21 23:59:59,51.3,100.0,,,,,,
assignment,STU-1025,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,,,100.0,,,,,,
assignment,STU-1026,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-16 23:59:59,39.1,100.0,,,,,,
assignment,STU-1026,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,,,100.0,,,,,,
assignment,STU-1026,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-20 23:59:59,49.2,100.0,,,,,,
assignment,STU-1026,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,,,100.0,,,,,,
assignment,STU-1027,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-16 23:59:59,45.7,100.0,,,,,,
assignment,STU-1027,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,,,100.0,,,,,,
assignment,STU-1027,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-20 23:59:59,42.4,100.0,,,,,,
assignment,STU-1027,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,,,100.0,,,,,,
assignment,STU-1028,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-14 23:59:59,54.1,100.0,,,,,,
assignment,STU-1028,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,,,100.0,,,,,,
assignment,STU-1028,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-18 23:59:59,41.4,100.0,,,,,,
assignment,STU-1028,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,,,100.0,,,,,,
assignment,STU-1029,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-16 23:59:59,40.6,100.0,,,,,,
assignment,STU-1029,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,,,100.0,,,,,,
assignment,STU-1029,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-21 23:59:59,48.1,100.0,,,,,,
assignment,STU-1029,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,,,100.0,,,,,,
assignment,STU-1030,,,STAT-301,,,,,STAT-301-A01,2026-09-12 23:59:59,2026-09-16 23:59:59,42.7,100.0,,,,,,
assignment,STU-1030,,,STAT-301,,,,,STAT-301-A02,2026-09-26 23:59:59,,,100.0,,,,,,
assignment,STU-1030,,,STAT-301,,,,,STAT-301-A03,2026-10-17 23:59:59,2026-10-21 23:59:59,54.6,100.0,,,,,,
assignment,STU-1030,,,STAT-301,,,,,STAT-301-A04,2026-10-31 23:59:59,,,100.0,,,,,,
assessment,STU-1001,,,DATA-101,,,,,,,,84.9,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1001,,,DATA-101,,,,,,,,85.4,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1001,,,DATA-101,,,,,,,,94.8,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1001,,,DATA-101,,,,,,,,87.4,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1002,,,DATA-101,,,,,,,,96.1,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1002,,,DATA-101,,,,,,,,93.2,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1002,,,DATA-101,,,,,,,,86.4,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1002,,,DATA-101,,,,,,,,82.2,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1003,,,DATA-101,,,,,,,,97.2,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1003,,,DATA-101,,,,,,,,83.4,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1003,,,DATA-101,,,,,,,,93.5,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1003,,,DATA-101,,,,,,,,89.8,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1004,,,DATA-101,,,,,,,,94.1,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1004,,,DATA-101,,,,,,,,93.0,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1004,,,DATA-101,,,,,,,,92.3,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1004,,,DATA-101,,,,,,,,89.9,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1005,,,DATA-101,,,,,,,,94.7,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1005,,,DATA-101,,,,,,,,83.5,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1005,,,DATA-101,,,,,,,,85.5,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1005,,,DATA-101,,,,,,,,93.1,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1006,,,DATA-101,,,,,,,,86.9,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1006,,,DATA-101,,,,,,,,91.3,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1006,,,DATA-101,,,,,,,,89.6,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1006,,,DATA-101,,,,,,,,90.5,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1007,,,DATA-101,,,,,,,,88.8,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1007,,,DATA-101,,,,,,,,93.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1007,,,DATA-101,,,,,,,,87.3,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1007,,,DATA-101,,,,,,,,93.2,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1008,,,DATA-101,,,,,,,,86.3,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1008,,,DATA-101,,,,,,,,86.0,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1008,,,DATA-101,,,,,,,,83.9,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1008,,,DATA-101,,,,,,,,85.1,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1009,,,DATA-101,,,,,,,,83.9,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1009,,,DATA-101,,,,,,,,90.6,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1009,,,DATA-101,,,,,,,,94.2,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1009,,,DATA-101,,,,,,,,85.0,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1010,,,DATA-101,,,,,,,,85.5,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1010,,,DATA-101,,,,,,,,89.7,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1010,,,DATA-101,,,,,,,,93.6,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1010,,,DATA-101,,,,,,,,97.6,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1011,,,CS-204,,,,,,,,90.4,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1011,,,CS-204,,,,,,,,86.5,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1011,,,CS-204,,,,,,,,83.6,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1011,,,CS-204,,,,,,,,85.1,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1012,,,CS-204,,,,,,,,85.6,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1012,,,CS-204,,,,,,,,84.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1012,,,CS-204,,,,,,,,82.2,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1012,,,CS-204,,,,,,,,90.5,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1013,,,CS-204,,,,,,,,86.4,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1013,,,CS-204,,,,,,,,97.6,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1013,,,CS-204,,,,,,,,90.9,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1013,,,CS-204,,,,,,,,93.2,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1014,,,CS-204,,,,,,,,84.0,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1014,,,CS-204,,,,,,,,95.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1014,,,CS-204,,,,,,,,89.9,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1014,,,CS-204,,,,,,,,96.0,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1015,,,CS-204,,,,,,,,91.2,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1015,,,CS-204,,,,,,,,89.5,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1015,,,CS-204,,,,,,,,89.0,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1015,,,CS-204,,,,,,,,84.9,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1016,,,CS-204,,,,,,,,82.8,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1016,,,CS-204,,,,,,,,97.1,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1016,,,CS-204,,,,,,,,89.6,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1016,,,CS-204,,,,,,,,95.2,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1017,,,CS-204,,,,,,,,88.4,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1017,,,CS-204,,,,,,,,83.2,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1017,,,CS-204,,,,,,,,92.1,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1017,,,CS-204,,,,,,,,82.9,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1018,,,CS-204,,,,,,,,84.4,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1018,,,CS-204,,,,,,,,91.0,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1018,,,CS-204,,,,,,,,86.9,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1018,,,CS-204,,,,,,,,97.9,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1019,,,CS-204,,,,,,,,61.8,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1019,,,CS-204,,,,,,,,71.5,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1019,,,CS-204,,,,,,,,69.1,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1019,,,CS-204,,,,,,,,71.9,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1020,,,CS-204,,,,,,,,63.4,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1020,,,CS-204,,,,,,,,67.8,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1020,,,CS-204,,,,,,,,66.8,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1020,,,CS-204,,,,,,,,66.6,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1021,,,STAT-301,,,,,,,,72.9,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1021,,,STAT-301,,,,,,,,74.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1021,,,STAT-301,,,,,,,,64.6,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1021,,,STAT-301,,,,,,,,69.3,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1022,,,STAT-301,,,,,,,,69.1,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1022,,,STAT-301,,,,,,,,71.1,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1022,,,STAT-301,,,,,,,,74.2,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1022,,,STAT-301,,,,,,,,63.1,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1023,,,STAT-301,,,,,,,,63.2,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1023,,,STAT-301,,,,,,,,69.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1023,,,STAT-301,,,,,,,,62.4,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1023,,,STAT-301,,,,,,,,62.6,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1024,,,STAT-301,,,,,,,,61.1,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1024,,,STAT-301,,,,,,,,60.0,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1024,,,STAT-301,,,,,,,,66.8,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1024,,,STAT-301,,,,,,,,68.9,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1025,,,STAT-301,,,,,,,,37.0,100.0,2026-09-10,Quiz 1,,,,
