student_id,course_id,term,section,attendance_rate,recent_attendance_rate,submission_completion_rate,late_submission_rate,assignment_average,assessment_average,missing_assignments,engagement_trend,total_sessions,present_sessions,excused_sessions,absent_sessions,total_assignments,submitted_assignments,late_assignments,calculated_at
STU-1545,CS-204,Spring 2026,Section A,86.1,86.1,75.0,33.3,55.1,68.4,1,stable,20,15,2,2,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1546,CS-204,Fall 2026,Section B,71.1,100.0,75.0,0.0,47.5,72.6,1,stable,20,12,1,4,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1546,MATH-150,Spring 2026,Section C,63.2,63.2,75.0,0.0,41.1,69.7,1,stable,20,11,1,6,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1547,CS-204,Spring 2026,Section B,97.5,97.5,100.0,0.0,81.7,77.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1547,MATH-150,Fall 2026,Section B,97.5,100.0,100.0,25.0,89.7,75.0,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1548,DATA-101,Fall 2026,Section B,32.5,70.0,50.0,0.0,23.3,63.8,2,declining,20,6,0,13,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1548,CS-204,Spring 2026,Section A,55.6,55.6,75.0,0.0,45.8,59.2,1,stable,20,9,2,7,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1548,STAT-301,Fall 2026,Section C,60.5,90.0,50.0,0.0,27.6,61.1,2,declining,20,11,1,7,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1549,MATH-150,Fall 2026,Section C,90.0,70.0,50.0,0.0,37.6,70.3,2,declining,20,17,0,1,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1549,STAT-301,Spring 2026,Section B,100.0,100.0,75.0,33.3,45.9,81.2,1,stable,20,20,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1550,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,88.1,82.2,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1550,DATA-101,Spring 2026,Section C,97.5,97.5,100.0,0.0,82.9,86.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1551,MATH-150,Fall 2026,Section A,97.5,100.0,100.0,0.0,88.6,95.7,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1551,STAT-301,Spring 2026,Section A,95.0,95.0,100.0,0.0,89.0,79.3,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1552,DATA-101,Spring 2026,Section C,100.0,100.0,100.0,0.0,89.9,95.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1552,CS-204,Spring 2026,Section C,100.0,100.0,100.0,0.0,94.8,91.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1553,CS-204,Spring 2026,Section A,97.5,97.5,100.0,0.0,84.0,83.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1553,DATA-101,Fall 2026,Section A,97.5,100.0,100.0,0.0,85.1,76.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1554,MATH-150,Spring 2026,Section A,97.5,97.5,100.0,0.0,79.4,86.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1554,CS-204,Spring 2026,Section C,95.0,95.0,100.0,0.0,89.0,84.4,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1555,CS-204,Fall 2026,Section B,68.4,75.0,75.0,0.0,42.1,68.5,1,stable,20,11,1,4,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1555,STAT-301,Spring 2026,Section C,75.0,75.0,100.0,0.0,59.2,68.2,0,stable,20,15,0,5,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1555,MATH-150,Fall 2026,Section C,70.0,80.0,100.0,50.0,62.3,61.4,0,improving,20,14,0,6,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-1556,DATA-101,Spring 2026,Section B,68.4,68.4,25.0,0.0,9.4,50.0,3,declining,20,13,1,6,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-1556,STAT-301,Spring 2026,Section C,57.5,57.5,25.0,100.0,1.6,47.6,3,declining,20,10,0,7,4,1,1,2026-09-01T04:26:00.647836+00:00
STU-1557,MATH-150,Spring 2026,Section C,97.5,97.5,100.0,0.0,84.4,79.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1557,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,84.6,86.1,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1558,DATA-101,Fall 2026,Section C,50.0,25.0,50.0,0.0,19.8,35.2,2,declining,20,8,3,8,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1558,MATH-150,Spring 2026,Section C,73.7,73.7,75.0,66.7,33.2,40.2,1,stable,20,13,1,4,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-1559,MATH-150,Spring 2026,Section A,57.9,57.9,0.0,0.0,0.0,39.8,4,declining,20,10,1,7,4,0,0,2026-09-01T04:26:00.647836+00:00
STU-1559,CS-204,Spring 2026,Section A,76.3,76.3,75.0,33.3,42.4,42.4,1,stable,20,14,1,4,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1559,STAT-301,Fall 2026,Section B,66.7,50.0,75.0,66.7,34.3,55.4,1,declining,20,11,2,5,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-1560,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,93.0,93.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1560,DATA-101,Spring 2026,Section B,100.0,100.0,100.0,0.0,94.5,92.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1561,CS-204,Fall 2026,Section C,95.0,90.0,100.0,0.0,80.8,88.6,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1561,DATA-101,Fall 2026,Section B,97.5,100.0,100.0,0.0,87.8,86.2,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1562,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,85.3,78.7,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1562,MATH-150,Spring 2026,Section A,97.5,97.5,75.0,0.0,64.7,97.1,1,stable,20,19,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1562,CS-204,Fall 2026,Section B,90.0,80.0,100.0,0.0,80.9,84.9,0,stable,20,16,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1563,MATH-150,Fall 2026,Section A,76.3,87.5,50.0,100.0,23.8,41.2,2,declining,20,13,1,3,4,2,2,2026-09-01T04:26:00.647836+00:00
STU-1563,CS-204,Spring 2026,Section B,60.0,60.0,50.0,100.0,15.1,63.6,2,declining,20,12,0,8,4,2,2,2026-09-01T04:26:00.647836+00:00
STU-1564,DATA-101,Fall 2026,Section A,97.5,100.0,100.0,0.0,82.8,83.5,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1564,MATH-150,Fall 2026,Section C,100.0,100.0,50.0,50.0,46.4,85.4,2,declining,20,20,0,0,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-1564,CS-204,Fall 2026,Section A,100.0,100.0,100.0,25.0,85.7,83.8,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1565,DATA-101,Fall 2026,Section B,95.0,100.0,100.0,25.0,82.6,82.0,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1565,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,78.9,86.3,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1565,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,91.8,85.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1566,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,93.3,89.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1566,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,86.0,74.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1566,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,89.7,78.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1567,MATH-150,Fall 2026,Section A,95.0,100.0,100.0,0.0,84.7,98.0,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1567,CS-204,Spring 2026,Section C,95.0,95.0,100.0,0.0,87.4,92.6,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1568,DATA-101,Fall 2026,Section C,100.0,100.0,75.0,0.0,56.6,78.6,1,stable,20,20,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1568,CS-204,Fall 2026,Section B,100.0,100.0,100.0,25.0,80.6,86.6,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1568,MATH-150,Fall 2026,Section C,100.0,100.0,100.0,0.0,82.4,74.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1569,STAT-301,Fall 2026,Section C,87.5,80.0,75.0,0.0,54.5,60.9,1,stable,20,17,0,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1569,CS-204,Spring 2026,Section A,84.2,84.2,0.0,0.0,0.0,65.3,4,declining,20,15,1,2,4,0,0,2026-09-01T04:26:00.647836+00:00
STU-1570,DATA-101,Spring 2026,Section A,95.0,95.0,100.0,25.0,80.1,91.4,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1570,STAT-301,Fall 2026,Section C,95.0,100.0,100.0,0.0,81.5,87.9,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1571,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.9,96.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1571,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,97.9,94.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1571,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,92.9,96.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1572,CS-204,Spring 2026,Section B,68.4,68.4,50.0,0.0,18.4,34.0,2,declining,20,13,1,6,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1572,STAT-301,Fall 2026,Section A,71.1,60.0,75.0,66.7,31.4,40.2,1,declining,20,13,1,5,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-1573,DATA-101,Fall 2026,Section B,85.0,100.0,75.0,0.0,51.5,67.8,1,stable,20,16,0,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1573,STAT-301,Fall 2026,Section B,67.5,60.0,100.0,0.0,61.4,70.6,0,stable,20,12,0,5,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1573,MATH-150,Fall 2026,Section C,82.5,90.0,100.0,0.0,69.4,53.2,0,improving,20,16,0,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1574,DATA-101,Spring 2026,Section C,82.4,82.4,100.0,0.0,66.4,60.8,0,stable,20,14,3,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1574,CS-204,Spring 2026,Section C,92.5,92.5,75.0,0.0,58.6,72.8,1,stable,20,18,0,1,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1575,CS-204,Spring 2026,Section C,78.9,78.9,100.0,0.0,62.6,62.3,0,stable,20,14,1,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1575,STAT-301,Fall 2026,Section B,73.7,100.0,75.0,33.3,47.6,72.6,1,stable,20,14,1,5,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1575,MATH-150,Fall 2026,Section B,77.5,100.0,75.0,33.3,42.6,53.0,1,stable,20,15,0,4,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1576,MATH-150,Spring 2026,Section C,52.6,52.6,75.0,0.0,51.3,65.7,1,stable,20,10,1,9,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1576,CS-204,Spring 2026,Section B,80.0,80.0,100.0,0.0,60.8,68.4,0,stable,20,15,0,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1576,STAT-301,Fall 2026,Section A,65.0,70.0,100.0,0.0,64.6,61.4,0,stable,20,12,0,6,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1577,STAT-301,Spring 2026,Section B,82.5,82.5,50.0,0.0,37.7,57.1,2,declining,20,16,0,3,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1577,CS-204,Fall 2026,Section C,65.8,100.0,75.0,33.3,43.6,59.8,1,stable,20,11,1,5,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1578,DATA-101,Spring 2026,Section B,97.5,97.5,100.0,0.0,82.2,79.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1578,MATH-150,Fall 2026,Section B,92.5,100.0,100.0,25.0,79.5,83.2,0,improving,20,17,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1579,MATH-150,Spring 2026,Section B,95.0,95.0,100.0,0.0,65.5,63.6,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1579,STAT-301,Spring 2026,Section C,87.5,87.5,100.0,25.0,81.6,66.6,0,stable,20,17,0,2,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1579,DATA-101,Fall 2026,Section A,92.5,90.0,75.0,0.0,54.8,64.4,1,stable,20,17,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1580,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,83.8,77.2,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1580,MATH-150,Fall 2026,Section C,97.5,90.0,100.0,25.0,81.4,80.2,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1581,STAT-301,Spring 2026,Section B,97.5,97.5,100.0,0.0,84.1,81.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1581,MATH-150,Spring 2026,Section B,92.5,92.5,100.0,0.0,85.1,89.7,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1582,MATH-150,Fall 2026,Section B,55.0,100.0,75.0,33.3,45.7,69.8,1,stable,20,11,0,9,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1582,CS-204,Spring 2026,Section C,65.8,65.8,75.0,66.7,45.3,58.8,1,stable,20,12,1,6,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-1583,STAT-301,Fall 2026,Section B,95.0,100.0,75.0,0.0,53.6,73.3,1,stable,20,18,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1583,MATH-150,Spring 2026,Section B,87.5,87.5,100.0,25.0,63.9,60.2,0,stable,20,17,0,2,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1584,CS-204,Fall 2026,Section C,100.0,100.0,100.0,25.0,81.8,92.4,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1584,STAT-301,Fall 2026,Section C,100.0,100.0,75.0,0.0,64.1,76.8,1,stable,20,20,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1585,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,84.4,93.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1585,DATA-101,Fall 2026,Section C,97.5,100.0,75.0,33.3,61.4,91.2,1,stable,20,19,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1585,MATH-150,Spring 2026,Section B,97.5,97.5,100.0,0.0,80.4,87.5,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1586,DATA-101,Fall 2026,Section B,100.0,100.0,100.0,0.0,93.8,86.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1586,STAT-301,Fall 2026,Section A,100.0,100.0,100.0,0.0,95.5,90.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1586,MATH-150,Spring 2026,Section C,100.0,100.0,100.0,0.0,90.4,95.1,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1587,STAT-301,Spring 2026,Section B,78.9,78.9,100.0,0.0,77.2,63.1,0,stable,20,14,1,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1587,DATA-101,Spring 2026,Section A,92.5,92.5,50.0,0.0,40.0,79.3,2,declining,20,18,0,1,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1588,CS-204,Fall 2026,Section C,97.5,100.0,75.0,33.3,46.4,75.8,1,stable,20,19,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1588,DATA-101,Fall 2026,Section C,87.5,90.0,50.0,0.0,31.8,59.3,2,declining,20,16,0,1,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-1588,STAT-301,Spring 2026,Section B,97.4,97.4,50.0,50.0,33.6,74.2,2,declining,20,18,1,0,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-1589,CS-204,Spring 2026,Section A,97.5,97.5,100.0,0.0,80.7,78.3,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1589,MATH-150,Fall 2026,Section C,95.0,90.0,100.0,0.0,85.3,70.8,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1590,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,83.4,87.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1590,DATA-101,Spring 2026,Section A,95.0,95.0,100.0,0.0,85.3,89.8,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1590,MATH-150,Spring 2026,Section A,97.5,97.5,100.0,0.0,83.4,90.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1591,DATA-101,Spring 2026,Section A,90.0,90.0,100.0,0.0,80.4,85.5,0,stable,20,16,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1591,STAT-301,Fall 2026,Section C,100.0,100.0,100.0,0.0,83.9,78.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1592,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,93.2,85.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1592,DATA-101,Spring 2026,Section B,100.0,100.0,100.0,0.0,94.2,94.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1592,MATH-150,Spring 2026,Section C,100.0,100.0,100.0,0.0,92.3,95.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1593,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.8,96.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1593,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,96.3,90.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1593,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,91.2,93.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1594,MATH-150,Fall 2026,Section B,95.0,100.0,100.0,0.0,82.1,88.5,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1594,DATA-101,Spring 2026,Section B,100.0,100.0,75.0,33.3,63.0,86.7,1,stable,20,20,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1595,CS-204,Fall 2026,Section B,62.5,40.0,75.0,0.0,40.6,36.8,1,declining,20,11,0,6,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1595,MATH-150,Spring 2026,Section B,70.0,70.0,0.0,0.0,0.0,48.2,4,declining,20,14,0,6,4,0,0,2026-09-01T04:26:00.647836+00:00
STU-1596,DATA-101,Fall 2026,Section B,95.0,90.0,75.0,0.0,64.0,91.1,1,stable,20,18,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1596,CS-204,Fall 2026,Section B,95.0,80.0,100.0,0.0,81.9,80.0,0,declining,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1596,MATH-150,Spring 2026,Section B,95.0,95.0,100.0,0.0,82.0,69.8,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1597,DATA-101,Spring 2026,Section A,95.0,95.0,100.0,25.0,81.3,90.3,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1597,STAT-301,Fall 2026,Section A,100.0,100.0,100.0,0.0,88.9,83.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1597,CS-204,Fall 2026,Section A,95.0,100.0,100.0,0.0,87.3,93.2,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1598,CS-204,Fall 2026,Section B,62.5,40.0,50.0,50.0,21.4,52.8,2,declining,20,12,0,7,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-1598,DATA-101,Spring 2026,Section C,63.2,63.2,25.0,0.0,13.9,34.4,3,declining,20,11,1,6,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-1599,CS-204,Spring 2026,Section B,50.0,50.0,75.0,0.0,46.3,69.6,1,stable,20,9,0,9,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1599,DATA-101,Spring 2026,Section C,60.0,60.0,100.0,0.0,55.5,62.4,0,stable,20,11,0,7,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1599,MATH-150,Spring 2026,Section A,71.1,71.1,75.0,33.3,49.6,66.4,1,stable,20,13,1,5,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1600,STAT-301,Spring 2026,Section A,68.4,68.4,100.0,0.0,62.5,70.2,0,stable,20,13,1,6,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1600,MATH-150,Spring 2026,Section C,72.2,72.2,100.0,25.0,52.1,70.6,0,stable,20,12,2,4,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-1601,MATH-150,Spring 2026,Section B,97.5,97.5,100.0,0.0,84.9,85.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1601,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,89.1,82.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1602,MATH-150,Fall 2026,Section A,92.5,80.0,75.0,0.0,55.9,81.7,1,declining,20,18,0,1,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1602,STAT-301,Spring 2026,Section C,97.5,97.5,75.0,33.3,60.3,79.1,1,stable,20,19,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1603,MATH-150,Fall 2026,Section A,68.4,25.0,0.0,0.0,0.0,41.0,4,declining,20,13,1,6,4,0,0,2026-09-01T04:26:00.647836+00:00
STU-1603,DATA-101,Fall 2026,Section A,67.5,40.0,25.0,0.0,11.6,53.2,3,declining,20,13,0,6,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-1604,MATH-150,Fall 2026,Section B,97.5,100.0,100.0,0.0,83.6,83.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1604,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,88.2,92.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1605,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.8,96.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1605,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,92.8,95.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1605,CS-204,Spring 2026,Section B,100.0,100.0,100.0,0.0,95.8,92.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1606,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,0.0,94.4,91.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1606,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,93.6,90.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1606,CS-204,Spring 2026,Section C,100.0,100.0,100.0,0.0,91.9,92.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1607,CS-204,Spring 2026,Section B,95.0,95.0,100.0,0.0,88.7,86.6,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1607,STAT-301,Spring 2026,Section A,92.5,92.5,100.0,0.0,85.0,79.1,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1607,MATH-150,Spring 2026,Section C,90.0,90.0,100.0,0.0,87.5,84.2,0,stable,20,16,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1608,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,95.9,92.1,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1608,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.9,92.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1608,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,94.0,93.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1609,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,97.2,92.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1609,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,94.2,95.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1610,STAT-301,Fall 2026,Section C,97.5,100.0,75.0,33.3,57.6,70.1,1,stable,20,19,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1610,DATA-101,Spring 2026,Section C,97.5,97.5,75.0,0.0,68.9,76.8,1,stable,20,19,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-1611,DATA-101,Fall 2026,Section B,97.5,90.0,75.0,33.3,49.4,66.2,1,stable,20,19,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-1611,CS-204,Fall 2026,Section A,95.0,80.0,100.0,0.0,85.6,77.6,0,declining,20,19,0,1,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1612,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,92.8,92.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-1612,CS-204,Spring 2026,Section B,100.0,100.0,100.0,0.0,95.1,97.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
