student_id,course_id,term,section
STU-1521,CS-204,Fall 2026,Section C
STU-1521,DATA-101,Spring 2026,Section C
STU-1522,DATA-101,Spring 2026,Section A
STU-1522,MATH-150,Spring 2026,Section B
STU-1523,MATH-150,Fall 2026,Section B
STU-1523,CS-204,Spring 2026,Section B
STU-1523,DATA-101,Fall 2026,Section B
STU-1524,MATH-150,Fall 2026,Section A
STU-1524,DATA-101,Spring 2026,Section A
STU-1525,MATH-150,Spring 2026,Section A
STU-1525,STAT-301,Spring 2026,Section A
STU-1525,DATA-101,Spring 2026,Section B
STU-1526,CS-204,Spring 2026,Section B
STU-1526,DATA-101,Fall 2026,Section A
STU-1526,MATH-150,Spring 2026,Section C
STU-1527,STAT-301,Spring 2026,Section C
STU-1527,MATH-150,Spring 2026,Section A
STU-1527,CS-204,Spring 2026,Section B
STU-1528,CS-204,Spring 2026,Section C
STU-1528,DATA-101,Spring 2026,Section A
STU-1528,STAT-301,Fall 2026,Section C
STU-1529,STAT-301,Spring 2026,Section A
STU-1529,MATH-150,Spring 2026,Section B
STU-1530,STAT-301,Fall 2026,Section A
STU-1530,MATH-150,Spring 2026,Section C
STU-1531,STAT-301,Spring 2026,Section B
STU-1531,CS-204,Fall 2026,Section B
STU-1531,DATA-101,Fall 2026,Section B
STU-1532,STAT-301,Fall 2026,Section B
STU-1532,CS-204,Fall 2026,Section C
STU-1533,STAT-301,Spring 2026,Section A
STU-1533,MATH-150,Spring 2026,Section A
STU-1534,STAT-301,Spring 2026,Section A
STU-1534,CS-204,Fall 2026,Section C
STU-1535,CS-204,Fall 2026,Section A
STU-1535,STAT-301,Fall 2026,Section C
STU-1536,CS-204,Spring 2026,Section C
STU-1536,STAT-301,Spring 2026,Section A
STU-1537,CS-204,Spring 2026,Section A
STU-1537,DATA-101,Spring 2026,Section C
STU-1537,MATH-150,Fall 2026,Section C
STU-1538,STAT-301,Fall 2026,Section C
STU-1538,DATA-101,Spring 2026,Section A
STU-1539,DATA-101,Spring 2026,Section C
STU-1539,MATH-150,Spring 2026,Section C
STU-1539,STAT-301,Spring 2026,Section A
STU-1540,MATH-150,Fall 2026,Section B
STU-1540,CS-204,Spring 2026,Section B
STU-1540,DATA-101,Spring 2026,Section C
STU-1541,MATH-150,Fall 2026,Section A
STU-1541,CS-204,Spring 2026,Section A
STU-1542,CS-204,Fall 2026,Section A
STU-1542,STAT-301,Fall 2026,Section B
STU-1543,STAT-301,Fall 2026,Section C
STU-1543,DATA-101,Fall 2026,Section B
STU-1543,CS-204,Fall 2026,Section A
STU-1544,MATH-150,Fall 2026,Section C
STU-1544,STAT-301,Fall 2026,Section C
STU-1545,MATH-150,Spring 2026,Section A
STU-1545,CS-204,Spring 2026,Section A
STU-1546,CS-204,Fall 2026,Section B
STU-1546,MATH-150,Spring 2026,Section C
STU-1547,CS-204,Spring 2026,Section B
STU-1547,MATH-150,Fall 2026,Section B
STU-1548,DATA-101,Fall 2026,Section B
STU-1548,CS-204,Spring 2026,Section A
STU-1548,STAT-301,Fall 2026,Section C
STU-1549,MATH-150,Fall 2026,Section C
STU-1549,STAT-301,Spring 2026,Section B
STU-1550,STAT-301,Fall 2026,Section B
STU-1550,DATA-101,Spring 2026,Section C
STU-1551,MATH-150,Fall 2026,Section A
STU-1551,STAT-301,Spring 2026,Section A
STU-1552,DATA-101,Spring 2026,Section C
STU-1552,CS-204,Spring 2026,Section C
STU-1553,CS-204,Spring 2026,Section A
STU-1553,DATA-101,Fall 2026,Section A
STU-1554,MATH-150,Spring 2026,Section A
STU-1554,CS-204,Spring 2026,Section C
STU-1555,CS-204,Fall 2026,Section B
STU-1555,STAT-301,Spring 2026,Section C
STU-1555,MATH-150,Fall 2026,Section C
STU-1556,DATA-101,Spring 2026,Section B
STU-1556,STAT-301,Spring 2026,Section C
STU-1557,MATH-150,Spring 2026,Section C
STU-1557,CS-204,Fall 2026,Section C
STU-1558,DATA-101,Fall 2026,Section C
STU-1558,MATH-150,Spring 2026,Section C
STU-1559,MATH-150,Spring 2026,Section A
STU-1559,CS-204,Spring 2026,Section A
STU-1559,STAT-301,Fall 2026,Section B
STU-1560,STAT-301,Spring 2026,Section B
STU-1560,DATA-101,Spring 2026,Section B
STU-1561,CS-204,Fall 2026,Section C
STU-1561,DATA-101,Fall 2026,Section B
STU-1562,STAT-301,Fall 2026,Section B
STU-1562,MATH-150,Spring 2026,Section A
STU-1562,CS-204,Fall 2026,Section B
STU-1563,MATH-150,Fall 2026,Section A
STU-1563,CS-204,Spring 2026,Section B
STU-1564,DATA-101,Fall 2026,Section A
STU-1564,MATH-150,Fall 2026,Section C
STU-1564,CS-204,Fall 2026,Section A
STU-1565,DATA-101,Fall 2026,Section B
STU-1565,STAT-301,Fall 2026,Section B
STU-1565,MATH-150,Fall 2026,Section B
STU-1566,MATH-150,Fall 2026,Section B
STU-1566,STAT-301,Spring 2026,Section A
STU-1566,CS-204,Fall 2026,Section B
STU-1567,MATH-150,Fall 2026,Section A
STU-1567,CS-204,Spring 2026,Section C
STU-1568,DATA-101,Fall 2026,Section C
STU-1568,CS-204,Fall 2026,Section B
STU-1568,MATH-150,Fall 2026,Section C
STU-1569,STAT-301,Fall 2026,Section C
STU-1569,CS-204,Spring 2026,Section A
STU-1570,DATA-101,Spring 2026,Section A
STU-1570,STAT-301,Fall 2026,Section C
STU-1571,DATA-101,Spring 2026,Section A
STU-1571,MATH-150,Fall 2026,Section B
STU-1571,STAT-301,Spring 2026,Section A
STU-1572,CS-204,Spring 2026,Section B
STU-1572,STAT-301,Fall 2026,Section A
STU-1573,DATA-101,Fall 2026,Section B
STU-1573,STAT-301,Fall 2026,Section B
STU-1573,MATH-150,Fall 2026,Section C
STU-1574,DATA-101,Spring 2026,Section C
STU-1574,CS-204,Spring 2026,Section C
STU-1575,CS-204,Spring 2026,Section C
STU-1575,STAT-301,Fall 2026,Section B
STU-1575,MATH-150,Fall 2026,Section B
STU-1576,MATH-150,Spring 2026,Section C
STU-1576,CS-204,Spring 2026,Section B
STU-1576,STAT-301,Fall 2026,Section A
STU-1577,STAT-301,Spring 2026,Section B
STU-1577,CS-204,Fall 2026,Section C
STU-1578,DATA-101,Spring 2026,Section B
STU-1578,MATH-150,Fall 2026,Section B
STU-1579,MATH-150,Spring 2026,Section B
STU-1579,STAT-301,Spring 2026,Section C
STU-1579,DATA-101,Fall 2026,Section A
STU-1580,STAT-301,Fall 2026,Section B
STU-1580,MATH-150,Fall 2026,Section C
STU-1581,STAT-301,Spring 2026,Section B
STU-1581,MATH-150,Spring 2026,Section B
STU-1582,MATH-150,Fall 2026,Section B
STU-1582,CS-204,Spring 2026,Section C
STU-1583,STAT-301,Fall 2026,Section B
STU-1583,MATH-150,Spring 2026,Section B
STU-1584,CS-204,Fall 2026,Section C
STU-1584,STAT-301,Fall 2026,Section C
STU-1585,STAT-301,Fall 2026,Section B
STU-1585,DATA-101,Fall 2026,Section C
STU-1585,MATH-150,Spring 2026,Section B
STU-1586,DATA-101,Fall 2026,Section B
STU-1586,STAT-301,Fall 2026,Section A
STU-1586,MATH-150,Spring 2026,Section C
STU-1587,STAT-301,Spring 2026,Section B
STU-1587,DATA-101,Spring 2026,Section A
STU-1588,CS-204,Fall 2026,Section C
STU-1588,DATA-101,Fall 2026,Section C
STU-1588,STAT-301,Spring 2026,Section B
STU-1589,CS-204,Spring 2026,Section A
STU-1589,MATH-150,Fall 2026,Section C
STU-1590,CS-204,Fall 2026,Section B
STU-1590,DATA-101,Spring 2026,Section A
STU-1590,MATH-150,Spring 2026,Section A
STU-1591,DATA-101,Spring 2026,Section A
STU-1591,STAT-301,Fall 2026,Section C
STU-1592,CS-204,Fall 2026,Section C
STU-1592,DATA-101,Spring 2026,Section B
STU-1592,MATH-150,Spring 2026,Section C
STU-1593,DATA-101,Spring 2026,Section A
STU-1593,CS-204,Fall 2026,Section B
STU-1593,STAT-301,Spring 2026,Section B
STU-1594,MATH-150,Fall 2026,Section B
STU-1594,DATA-101,Spring 2026,Section B
STU-1595,CS-204,Fall 2026,Section B
STU-1595,MATH-150,Spring 2026,Section B
STU-1596,DATA-101,Fall 2026,Section B
STU-1596,CS-204,Fall 2026,Section B
STU-1596,MATH-150,Spring 2026,Section B
STU-1597,DATA-101,Spring 2026,Section A
STU-1597,STAT-301,Fall 2026,Section A
STU-1597,CS-204,Fall 2026,Section A
STU-1598,CS-204,Fall 2026,Section B
STU-1598,DATA-101,Spring 2026,Section C
STU-1599,CS-204,Spring 2026,Section B
STU-1599,DATA-101,Spring 2026,Section C
STU-1599,MATH-150,Spring 2026,Section A
STU-1600,STAT-301,Spring 2026,Section A
STU-1600,MATH-150,Spring 2026,Section C
STU-1601,MATH-150,Spring 2026,Section B
STU-1601,STAT-301,Fall 2026,Section B
STU-1602,MATH-150,Fall 2026,Section A
STU-1602,STAT-301,Spring 2026,Section C
STU-1603,MATH-150,Fall 2026,Section A
STU-1603,DATA-101,Fall 2026,Section A
STU-1604,MATH-150,Fall 2026,Section B
STU-1604,DATA-101,Spring 2026,Section A
STU-1605,MATH-150,Spring 2026,Section A
STU-1605,DATA-101,Spring 2026,Section A
STU-1605,CS-204,Spring 2026,Section B
STU-1606,STAT-301,Spring 2026,Section C
STU-1606,MATH-150,Fall 2026,Section A
STU-1606,CS-204,Spring 2026,Section C
STU-1607,CS-204,Spring 2026,Section B
STU-1607,STAT-301,Spring 2026,Section A
STU-1607,MATH-150,Spring 2026,Section C
STU-1608,CS-204,Fall 2026,Section B
STU-1608,DATA-101,Spring 2026,Section A
STU-1608,MATH-150,Fall 2026,Section B
STU-1609,DATA-101,Fall 2026,Section A
STU-1609,CS-204,Fall 2026,Section C
STU-1610,STAT-301,Fall 2026,Section C
STU-1610,DATA-101,Spring 2026,Section C
STU-1611,DATA-101,Fall 2026,Section B
STU-1611,CS-204,Fall 2026,Section A
STU-1612,STAT-301,Spring 2026,Section B
STU-1612,CS-204,Spring 2026,Section B
STU-1613,CS-204,Fall 2026,Section C
STU-1613,DATA-101,Fall 2026,Section B
STU-1613,STAT-301,Fall 2026,Section B
STU-1614,DATA-101,Spring 2026,Section C
STU-1614,MATH-150,Spring 2026,Section C
STU-1614,CS-204,Spring 2026,Section A
STU-1615,DATA-101,Fall 2026,Section A
STU-1615,MATH-150,Fall 2026,Section A
STU-1616,MATH-150,Spring 2026,Section A
STU-1616,DATA-101,Fall 2026,Section A
STU-1617,MATH-150,Spring 2026,Section B
STU-1617,CS-204,Fall 2026,Section A
STU-1617,STAT-301,Spring 2026,Section B
STU-1618,MATH-150,Spring 2026,Section C
STU-1618,CS-204,Spring 2026,Section C
STU-1619,CS-204,Spring 2026,Section C
STU-1619,DATA-101,Fall 2026,Section B
STU-1620,MATH-150,Fall 2026,Section C
STU-1620,CS-204,Spring 2026,Section C
STU-1620,STAT-301,Spring 2026,Section A
STU-1621,STAT-301,Spring 2026,Section C
STU-1621,CS-204,Spring 2026,Section A
STU-1622,CS-204,Fall 2026,Section C
STU-1622,MATH-150,Fall 2026,Section A
STU-1622,STAT-301,Spring 2026,Section B
STU-1623,CS-204,Spring 2026,Section A
STU-1623,DATA-101,Spring 2026,Section B
STU-1623,MATH-150,Fall 2026,Section C
STU-1624,DATA-101,Spring 2026,Section C
STU-1624,STAT-301,Spring 2026,Section B
STU-1625,STAT-301,Fall 2026,Section C
STU-1625,CS-204,Fall 2026,Section C
STU-1626,MATH-150,Fall 2026,Section B
STU-1626,CS-204,Fall 2026,Section A
STU-1627,DATA-101,Fall 2026,Section C
STU-1627,STAT-301,Fall 2026,Section A
STU-1628,MATH-150,Fall 2026,Section B
STU-1628,DATA-101,Fall 2026,Section B
STU-1629,STAT-301,Fall 2026,Section B
STU-1629,DATA-101,Spring 2026,Section C
STU-1630,STAT-301,Fall 2026,Section C
STU-1630,MATH-150,Spring 2026,Section B
STU-1631,DATA-101,Fall 2026,Section C
STU-1631,MATH-150,Spring 2026,Section A
STU-1631,STAT-301,Fall 2026,Section B
STU-1632,STAT-301,Fall 2026,Section C
STU-1632,MATH-150,Spring 2026,Section A
STU-1633,DATA-101,Spring 2026,Section A
STU-1633,CS-204,Spring 2026,Section B
STU-1633,STAT-301,Fall 2026,Section C
STU-1634,DATA-101,Fall 2026,Section A
STU-1634,MATH-150,Fall 2026,Section A
STU-1635,DATA-101,Fall 2026,Section A
STU-1635,MATH-150,Spring 2026,Section B
STU-1636,CS-204,Fall 2026,Section C
STU-1636,MATH-150,Fall 2026,Section B
STU-1637,MATH-150,Spring 2026,Section A
STU-1637,STAT-301,Spring 2026,Section A
STU-1638,STAT-301,Fall 2026,Section B
STU-1638,CS-204,Fall 2026,Section A
STU-1638,DATA-101,Spring 2026,Section B
STU-1639,MATH-150,Spring 2026,Section B
STU-1639,CS-204,Spring 2026,Section B
STU-1639,DATA-101,Spring 2026,Section C
STU-1640,CS-204,Fall 2026,Section C
STU-1640,DATA-101,Fall 2026,Section C
STU-1640,MATH-150,Spring 2026,Section B
STU-1641,STAT-301,Spring 2026,Section A
STU-1641,DATA-101,Fall 2026,Section B
STU-1641,CS-204,Fall 2026,Section B
STU-1642,DATA-101,Fall 2026,Section B
STU-1642,MATH-150,Fall 2026,Section B
STU-1643,STAT-301,Fall 2026,Section B
STU-1643,CS-204,Fall 2026,Section C
STU-1643,MATH-150,Spring 2026,Section A
STU-1644,MATH-150,Spring 2026,Section B
STU-1644,CS-204,Fall 2026,Section A
STU-1645,STAT-301,Spring 2026,Section C
STU-1645,DATA-101,Fall 2026,Section A
STU-1646,MATH-150,Spring 2026,Section C
STU-1646,STAT-301,Spring 2026,Section B
STU-1647,STAT-301,Spring 2026,Section C
STU-1647,MATH-150,Spring 2026,Section B
STU-1648,MATH-150,Fall 2026,Section C
STU-1648,CS-204,Fall 2026,Section B
STU-1648,DATA-101,Spring 2026,Section B
STU-1649,MATH-150,Fall 2026,Section C
STU-1649,STAT-301,Fall 2026,Section B
STU-1649,DATA-101,Fall 2026,Section C
STU-1650,CS-204,Spring 2026,Section A
STU-1650,STAT-301,Fall 2026,Section B
STU-1651,STAT-301,Spring 2026,Section A
STU-1651,CS-204,Spring 2026,Section A
STU-1652,CS-204,Spring 2026,Section B
STU-1652,DATA-101,Fall 2026,Section A
STU-1652,STAT-301,Fall 2026,Section A
STU-1653,DATA-101,Fall 2026,Section A
STU-1653,STAT-301,Spring 2026,Section A
STU-1654,CS-204,Fall 2026,Section B
STU-1654,MATH-150,Spring 2026,Section C
STU-1655,MATH-150,Spring 2026,Section B
STU-1655,STAT-301,Fall 2026,Section A
STU-1656,CS-204,Fall 2026,Section B
STU-1656,MATH-150,Spring 2026,Section B
STU-1657,MATH-150,Fall 2026,Section B
STU-1657,STAT-301,Spring 2026,Section C
STU-1657,CS-204,Fall 2026,Section A
STU-1658,CS-204,Spring 2026,Section B
STU-1658,DATA-101,Fall 2026,Section C
STU-1658,MATH-150,Spring 2026,Section A
STU-1659,CS-204,Fall 2026,Section A
STU-1659,DATA-101,Fall 2026,Section B
STU-1659,MATH-150,Spring 2026,Section A
STU-1660,MATH-150,Fall 2026,Section B
STU-1660,STAT-301,Fall 2026,Section B
STU-1661,MATH-150,Spring 2026,Section A
STU-1661,STAT-301,Spring 2026,Section B
STU-1662,CS-204,Fall 2026,Section B
STU-1662,MATH-150,Fall 2026,Section B
STU-1663,DATA-101,Fall 2026,Section A
STU-1663,STAT-301,Spring 2026,Section A
STU-1663,CS-204,Spring 2026,Section C
STU-1664,DATA-101,Spring 2026,Section B
STU-1664,CS-204,Fall 2026,Section B
STU-1665,STAT-301,Fall 2026,Section C
STU-1665,MATH-150,Spring 2026,Section C
STU-1666,MATH-150,Spring 2026,Section C
STU-1666,STAT-301,Spring 2026,Section A
STU-1667,MATH-150,Spring 2026,Section C
STU-1667,STAT-301,Fall 2026,Section A
STU-1668,STAT-301,Spring 2026,Section A
STU-1668,MATH-150,Spring 2026,Section B
STU-1669,MATH-150,Fall 2026,Section A
STU-1669,CS-204,Spring 2026,Section B
STU-1670,DATA-101,Spring 2026,Section B
STU-1670,STAT-301,Spring 2026,Section B
STU-1671,STAT-301,Fall 2026,Section B
STU-1671,DATA-101,Spring 2026,Section B
STU-1671,CS-204,Fall 2026,Section B
STU-1672,STAT-301,Fall 2026,Section C
STU-1672,MATH-150,Fall 2026,Section B
STU-1673,DATA-101,Fall 2026,Section A
STU-1673,STAT-301,Fall 2026,Section C
STU-1673,CS-204,Fall 2026,Section A
STU-1674,CS-204,Spring 2026,Section B
STU-1674,STAT-301,Spring 2026,Section B
STU-1674,MATH-150,Fall 2026,Section C
STU-1675,MATH-150,Spring 2026,Section B
STU-1675,DATA-101,Fall 2026,Section A
STU-1675,STAT-301,Fall 2026,Section B
STU-1676,DATA-101,Spring 2026,Section B
STU-1676,CS-204,Fall 2026,Section A
STU-1676,STAT-301,Spring 2026,Section C
STU-1677,DATA-101,Fall 2026,Section C
STU-1677,CS-204,Spring 2026,Section B
STU-1677,MATH-150,Fall 2026,Section C
STU-1678,STAT-301,Spring 2026,Section A
STU-1678,MATH-150,Spring 2026,Section B
STU-1679,CS-204,Spring 2026,Section A
STU-1679,MATH-150,Spring 2026,Section B
STU-1679,DATA-101,Fall 2026,Section B
STU-1680,DATA-101,Fall 2026,Section B
STU-1680,CS-204,Spring 2026,Section B
STU-1681,STAT-301,Fall 2026,Section A
STU-1681,DATA-101,Spring 2026,Section A
STU-1681,MATH-150,Fall 2026,Section C
STU-1682,MATH-150,Spring 2026,Section C
STU-1682,STAT-301,Spring 2026,Section C
STU-1683,MATH-150,Fall 2026,Section B
STU-1683,STAT-301,Spring 2026,Section B
STU-1684,MATH-150,Spring 2026,Section C
STU-1684,DATA-101,Spring 2026,Section A
STU-1685,CS-204,Spring 2026,Section B
STU-1685,STAT-301,Fall 2026,Section C
STU-1685,MATH-150,Fall 2026,Section C
STU-1686,STAT-301,Fall 2026,Section C
STU-1686,DATA-101,Spring 2026,Section B
STU-1687,STAT-301,Spring 2026,Section A
STU-1687,CS-204,Fall 2026,Section C
STU-1688,CS-204,Spring 2026,Section B
STU-1688,STAT-301,Fall 2026,Section B
STU-1688,MATH-150,Spring 2026,Section A
STU-1689,CS-204,Fall 2026,Section A
STU-1689,MATH-150,Spring 2026,Section A
STU-1690,DATA-101,Spring 2026,Section A
STU-1690,STAT-301,Fall 2026,Section C
STU-1691,MATH-150,Fall 2026,Section B
STU-1691,CS-204,Spring 2026,Section B
STU-1692,DATA-101,Spring 2026,Section C
STU-1692,STAT-301,Spring 2026,Section A
STU-1693,MATH-150,Spring 2026,Section B
STU-1693,CS-204,Fall 2026,Section A
STU-1694,STAT-301,Spring 2026,Section B
STU-1694,DATA-101,Fall 2026,Section C
STU-1695,MATH-150,Spring 2026,Section B
STU-1695,STAT-301,Spring 2026,Section A
STU-1696,DATA-101,Fall 2026,Section C
STU-1696,STAT-301,Fall 2026,Section C
STU-1696,MATH-150,Spring 2026,Section A
STU-1697,CS-204,Spring 2026,Section C
STU-1697,DATA-101,Fall 2026,Section B
STU-1698,MATH-150,Fall 2026,Section A
STU-1698,STAT-301,Spring 2026,Section B
STU-1699,CS-204,Fall 2026,Section B
STU-1699,DATA-101,Fall 2026,Section B
STU-1699,MATH-150,Fall 2026,Section A
STU-1700,MATH-150,Fall 2026,Section C
STU-1700,CS-204,Spring 2026,Section A
STU-1701,MATH-150,Fall 2026,Section C
STU-1701,STAT-301,Spring 2026,Section A
STU-1702,MATH-150,Fall 2026,Section A
STU-1702,STAT-301,Fall 2026,Section C
STU-1703,MATH-150,Spring 2026,Section A
STU-1703,STAT-301,Spring 2026,Section B
STU-1703,CS-204,Fall 2026,Section C
STU-1704,DATA-101,Fall 2026,Section B
STU-1704,CS-204,Spring 2026,Section C
STU-1704,STAT-301,Fall 2026,Section B
STU-1705,MATH-150,Fall 2026,Section A
STU-1705,CS-204,Fall 2026,Section B
STU-1706,DATA-101,Spring 2026,Section B
STU-1706,STAT-301,Spring 2026,Section A
STU-1706,MATH-150,Fall 2026,Section B
STU-1707,STAT-301,Spring 2026,Section C
STU-1707,DATA-101,Fall 2026,Section B
STU-1708,MATH-150,Spring 2026,Section B
STU-1708,DATA-101,Spring 2026,Section B
STU-1708,CS-204,Spring 2026,Section C
STU-1709,STAT-301,Fall 2026,Section A
STU-1709,MATH-150,Fall 2026,Section C
STU-1710,DATA-101,Spring 2026,Section C
STU-1710,MATH-150,Spring 2026,Section C
STU-1711,STAT-301,Fall 2026,Section C
STU-1711,MATH-150,Spring 2026,Section B
STU-1712,MATH-150,Fall 2026,Section C
STU-1712,STAT-301,Fall 2026,Section A
STU-1712,CS-204,Spring 2026,Section B
STU-1713,CS-204,Fall 2026,Section C
STU-1713,DATA-101,Spring 2026,Section A
STU-1714,DATA-101,Spring 2026,Section B
STU-1714,CS-204,Fall 2026,Section B
STU-1714,STAT-301,Fall 2026,Section C
STU-1715,STAT-301,Spring 2026,Section B
STU-1715,MATH-150,Fall 2026,Section C
STU-1715,CS-204,Spring 2026,Section A
STU-1716,MATH-150,Fall 2026,Section B
STU-1716,DATA-101,Fall 2026,Section B
STU-1717,CS-204,Spring 2026,Section C
STU-1717,DATA-101,Fall 2026,Section C
STU-1718,STAT-301,Spring 2026,Section C
STU-1718,CS-204,Fall 2026,Section C
STU-1719,CS-204,Spring 2026,Section C
STU-1719,STAT-301,Fall 2026,Section B
STU-1719,DATA-101,Fall 2026,Section B
STU-1720,DATA-101,Fall 2026,Section B
STU-1720,CS-204,Fall 2026,Section A
STU-1720,MATH-150,Spring 2026,Section C
STU-1721,CS-204,Spring 2026,Section A
STU-1721,DATA-101,Fall 2026,Section C
STU-1722,STAT-301,Fall 2026,Section C
STU-1722,DATA-101,Fall 2026,Section A
STU-1723,STAT-301,Fall 2026,Section A
STU-1723,DATA-101,Spring 2026,Section B
STU-1723,MATH-150,Fall 2026,Section C
STU-1724,STAT-301,Fall 2026,Section A
STU-1724,MATH-150,Spring 2026,Section A
STU-1725,DATA-101,Fall 2026,Section A
STU-1725,CS-204,Fall 2026,Section C
STU-1726,STAT-301,Fall 2026,Section C
STU-1726,MATH-150,Spring 2026,Section A
STU-1727,MATH-150,Spring 2026,Section A
STU-1727,STAT-301,Spring 2026,Section B
STU-1727,DATA-101,Spring 2026,Section B
STU-1728,CS-204,Spring 2026,Section C
STU-1728,MATH-150,Spring 2026,Section B
STU-1728,STAT-301,Fall 2026,Section B
STU-1729,STAT-301,Spring 2026,Section A
STU-1729,MATH-150,Fall 2026,Section B
STU-1730,STAT-301,Spring 2026,Section B
STU-1730,MATH-150,Fall 2026,Section A
STU-1731,MATH-150,Spring 2026,Section A
STU-1731,STAT-301,Spring 2026,Section B
STU-1732,CS-204,Fall 2026,Section A
STU-1732,DATA-101,Spring 2026,Section C
STU-1732,STAT-301,Spring 2026,Section B
STU-1733,MATH-150,Fall 2026,Section C
STU-1733,DATA-101,Fall 2026,Section B
STU-1733,CS-204,Fall 2026,Section A
STU-1734,CS-204,Fall 2026,Section B
STU-1734,DATA-101,Spring 2026,Section C
STU-1735,MATH-150,Fall 2026,Section B
STU-1735,STAT-301,Spring 2026,Section B
STU-1735,CS-204,Spring 2026,Section A
STU-1736,STAT-301,Spring 2026,Section C
STU-1736,MATH-150,Spring 2026,Section B
STU-1737,MATH-150,Spring 2026,Section B
STU-1737,STAT-301,Fall 2026,Section B
STU-1738,MATH-150,Fall 2026,Section B
STU-1738,CS-204,Spring 2026,Section A
STU-1739,CS-204,Spring 2026,Section B
STU-1739,DATA-101,Fall 2026,Section B
STU-1739,MATH-150,Spring 2026,Section B
STU-1740,CS-204,Spring 2026,Section B
STU-1740,DATA-101,Fall 2026,Section A
STU-1741,CS-204,Spring 2026,Section C
STU-1741,MATH-150,Spring 2026,Section A
STU-1742,MATH-150,Fall 2026,Section B
STU-1742,STAT-301,Spring 2026,Section A
STU-1742,CS-204,Fall 2026,Section A
STU-1743,STAT-301,Spring 2026,Section B
STU-1743,CS-204,Fall 2026,Section B
STU-1743,MATH-150,Fall 2026,Section C
STU-1744,STAT-301,Spring 2026,Section A
STU-1744,MATH-150,Fall 2026,Section C
STU-1745,CS-204,Fall 2026,Section B
STU-1745,STAT-301,Fall 2026,Section B
STU-1746,STAT-301,Fall 2026,Section A
STU-1746,MATH-150,Fall 2026,Section C
STU-1746,CS-204,Spring 2026,Section B
STU-1747,CS-204,Spring 2026,Section B
STU-1747,DATA-101,Fall 2026,Section B
STU-1748,STAT-301,Spring 2026,Section B
STU-1748,DATA-101,Fall 2026,Section A
STU-1749,MATH-150,Spring 2026,Section B
STU-1749,CS-204,Fall 2026,Section C
STU-1750,STAT-301,Spring 2026,Section A
STU-1750,DATA-101,Spring 2026,Section C
STU-1751,STAT-301,Spring 2026,Section C
STU-1751,MATH-150,Fall 2026,Section C
STU-1752,DATA-101,Fall 2026,Section C
STU-1752,STAT-301,Fall 2026,Section C
STU-1753,MATH-150,Fall 2026,Section A
STU-1753,STAT-301,Spring 2026,Section B
STU-1754,MATH-150,Fall 2026,Section C
STU-1754,STAT-301,Spring 2026,Section A
STU-1755,STAT-301,Spring 2026,Section A
STU-1755,CS-204,Spring 2026,Section C
STU-1756,DATA-101,Spring 2026,Section A
STU-1756,STAT-301,Fall 2026,Section A
STU-1757,MATH-150,Spring 2026,Section A
STU-1757,DATA-101,Spring 2026,Section C
STU-1758,CS-204,Spring 2026,Section C
STU-1758,STAT-301,Fall 2026,Section A
STU-1759,CS-204,Fall 2026,Section A
STU-1759,MATH-150,Fall 2026,Section C
STU-1760,DATA-101,Fall 2026,Section B
STU-1760,MATH-150,Spring 2026,Section A
STU-1760,CS-204,Fall 2026,Section A
STU-1761,CS-204,Spring 2026,Section A
STU-1761,MATH-150,Fall 2026,Section B
STU-1762,CS-204,Fall 2026,Section B
STU-1762,MATH-150,Fall 2026,Section B
STU-1763,CS-204,Spring 2026,Section B
STU-1763,MATH-150,Spring 2026,Section A
STU-1763,DATA-101,Fall 2026,Section B
STU-1764,DATA-101,Fall 2026,Section A
STU-1764,MATH-150,Fall 2026,Section A
STU-1764,STAT-301,Spring 2026,Section C
STU-1765,STAT-301,Spring 2026,Section A
STU-1765,MATH-150,Fall 2026,Section A
STU-1765,CS-204,Spring 2026,Section B
STU-1766,DATA-101,Fall 2026,Section A
STU-1766,CS-204,Spring 2026,Section B
STU-1767,DATA-101,Spring 2026,Section B
STU-1767,CS-204,Fall 2026,Section B
STU-1768,STAT-301,Spring 2026,Section B
STU-1768,DATA-101,Fall 2026,Section B
STU-1768,MATH-150,Spring 2026,Section A
STU-1769,CS-204,Fall 2026,Section A
STU-1769,DATA-101,Fall 2026,Section A
STU-1770,MATH-150,Fall 2026,Section C
STU-1770,DATA-101,Spring 2026,Section B
STU-1770,STAT-301,Spring 2026,Section A
STU-1771,CS-204,Fall 2026,Section C
STU-1771,DATA-101,Fall 2026,Section B
STU-1772,CS-204,Spring 2026,Section A
STU-1772,DATA-101,Spring 2026,Section B
STU-1773,STAT-301,Fall 2026,Section A
STU-1773,CS-204,Spring 2026,Section A
STU-1773,MATH-150,Spring 2026,Section A
STU-1774,CS-204,Spring 2026,Section C
STU-1774,MATH-150,Fall 2026,Section A
STU-1774,DATA-101,Fall 2026,Section A
STU-1775,CS-204,Spring 2026,Section A
STU-1775,DATA-101,Fall 2026,Section B
STU-1776,MATH-150,Spring 2026,Section A
STU-1776,STAT-301,Fall 2026,Section B
STU-1777,MATH-150,Fall 2026,Section B
STU-1777,CS-204,Spring 2026,Section C
STU-1778,DATA-101,Fall 2026,Section A
STU-1778,CS-204,Fall 2026,Section C
STU-1778,STAT-301,Fall 2026,Section A
STU-1779,DATA-101,Fall 2026,Section C
STU-1779,STAT-301,Spring 2026,Section B
